review_id,equation_id,issue,source_location,machine_proposal,unresolved_question,status
REVPDF-0ee4cfe37f2394bf,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 7,F =,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-43770d2dfd684c2a,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 7,y =,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-464f3c170e2a9829,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 7,y = py(wy/,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-d2ceaa08f648ac4d,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 8,y = N ′p′,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-fd4fcb9194cdeebd,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 8,= ˙log(py),"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-69d263cbea8a517e,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 8,= ˙log(Ny/N),"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-2238fa21eb281236,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 8,= ˙log(Ny) − ˙log(N),"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-1ed8a616b14bb2f6,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 8,= ˙Ny/Ny − ˙N /N,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-b0295c420b3b7593,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 8,= my − m,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-818db744b4d49f6f,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 8,"= ay, (4)","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-8f71d0b58f3be447,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 8,P =,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-fb31cd9a21790607,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 9,dt = sypy.,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-75e81f5076872283,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 10,"Now make the substitution sy = say, yielding","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-c326fa038bd63642,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 10,dt = spyay.,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-7d5966079160af04,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 10,˙py = dpy,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-1ee3150202e458f4,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 10,sdt = dpy,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-60f36deae3c178bd,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-5ced2c5a7cfb:page 10,dθ = pyay.,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-57bd65e1d8fe3113,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 1,Theorem 1. Consider an (n + 1)-dimensional Hilbert geometry asso-,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-4100eddef48c58a9,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 1,t→∞,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-4185a33ed8219101,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 1,t = n,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-f51125dd33ca16af,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,ρ→∞,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-65c5283585f14b9b,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,V ol(Bn+1,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-4633625a4ff5888e,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,ρ ),"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-441a5bf5b346e041,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,V ol(Snρ ) = 1,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-30154f11fcb9539e,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,2. S-curvature satisﬁes the inequalities nδ1 ⩽ S ⩽ nδ2 such that δi < k i.,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-9c73286e78fa8b66,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,n(k2 − δ2) ⩽ lim,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-90a2772b2e4bce69,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,r→∞,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-9a84f361fe8caf06,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,inf V ol(Bn+1,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-90a2772b2e4bce69,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,r→∞,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-1a03a678f5373039,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,sup V ol(Bn+1,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-b5160e29df83b8df,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,n(k1 − δ1) .,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-d87fc72136730fc9,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,{Bn+1,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-872fb39979d73503,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,Theorem 2. Consider an (n + 1)-dimensional Hilbert geometry asso-,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-079458fcceee5b3b,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,"∂U , c = max u∈Sn","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-ced6bcc8f56462a2,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,ω (u),"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-210b8e400b0383ad,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,"ω (−u) , ω0 = min u∈Sn ω(u), ω1 = max u∈Sn ω(u). Then we","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-f51125dd33ca16af,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,ρ→∞,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-1a03a678f5373039,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,sup V ol(Bn+1,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-4633625a4ff5888e,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,ρ ),"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-1a1140adcf0f48e9,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,V ol(Snρ ) ⩽ 1,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-9fc752fdb5ce8033,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,(kω0),"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-01c05b78141d3090,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,2 +1,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-f8bdc4d5c3cf6f4e,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,Sn ω(u),"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-af289e3efa003340,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,2 du∫,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-42c32bb4514e8e27,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,∂U ω(ι(p))− n,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-f51125dd33ca16af,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,ρ→∞,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-9a84f361fe8caf06,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,inf V ol(Bn+1,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-4633625a4ff5888e,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,ρ ),"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-c89091db747c4794,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,V ol(Snρ ) /greaterorequalslant1,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-9fc752fdb5ce8033,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,(kω0),"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-f8bdc4d5c3cf6f4e,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,Sn ω(u),"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-af289e3efa003340,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,2 du∫,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-42c32bb4514e8e27,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 2,∂U ω(ι(p))− n,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-50502c9b21a397cc,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 3,ρ→∞,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-b2a63ccba1a9caea,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 3,sup V ol(Bn+1,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-8d5dc744bffaf4b9,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 3,ρ ),"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-252b3a546bbc2664,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 3,V ol(Snρ ) ⩽ 1,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-d33327b88d0688d5,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 3,(ω1,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-a97d4fd6a199e7e7,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 3,)n+1(ω1,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-33a7b38e873c6007,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 3,kω1,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-76254883e04c8d9f,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 3,V olE(∂U ),"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-50502c9b21a397cc,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-600935e8f211:page 3,ρ→∞,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
